Date,Open,High,Low,Close,Adj Close,Volume
2022-06-20,77.961403,78.172501,77.859901,77.961403,77.961403,0
2022-06-21,77.933998,78.272797,77.872498,77.933998,77.933998,0
2022-06-22,78.134903,78.400803,78.070099,78.134903,78.134903,0
2022-06-23,78.193100,78.419502,78.139999,78.193100,78.193100,0
2022-06-24,78.142403,78.358002,78.118500,78.142403,78.142403,0
2022-06-27,78.252296,78.562500,78.158501,78.252296,78.252296,0
2022-06-28,78.441101,79.039497,78.410500,78.441101,78.441101,0
2022-06-29,79.073196,79.073601,78.602402,79.073196,79.073196,0
2022-06-30,78.898300,79.108002,78.838699,78.898300,78.898300,0
2022-07-01,78.962997,79.191002,78.473000,78.962997,78.962997,0
2022-07-04,78.950699,79.045303,78.846497,78.950699,78.950699,0
2022-07-05,78.939499,79.420998,78.914497,78.939499,78.939499,0
2022-07-06,79.368401,79.548302,78.929901,79.368401,79.368401,0
2022-07-07,79.043900,79.250000,78.877998,79.043900,79.043900,0
2022-07-08,79.221603,79.422798,79.110497,79.221603,79.221603,0
2022-07-11,79.331398,79.577103,79.141998,79.331398,79.331398,0
2022-07-12,79.477798,79.860298,79.388496,79.477798,79.477798,0
2022-07-13,79.476402,80.059502,79.425003,79.476402,79.476402,0
2022-07-14,79.807503,80.218697,79.598099,79.807503,79.807503,0
2022-07-15,79.878304,80.089500,79.708000,79.878304,79.878304,0
2022-07-18,79.720497,80.255997,79.713699,79.720497,79.720497,0
2022-07-19,80.030296,80.148499,79.852600,80.030296,80.030296,0
2022-07-20,79.855904,80.118500,79.855904,79.855904,79.855904,0
2022-07-21,80.003403,80.271004,79.761002,80.003403,80.003403,0
2022-07-22,79.775902,80.076500,79.779297,79.775902,79.775902,0
2022-07-25,79.876801,80.144798,79.686096,79.876801,79.876801,0
2022-07-26,79.722504,79.842201,79.702499,79.722504,79.722504,0
2022-07-27,79.841202,80.070801,79.747498,79.841202,79.841202,0
2022-07-28,79.847397,80.057297,79.597397,79.847397,79.847397,0
2022-07-29,79.571503,79.656502,79.173698,79.571503,79.571503,0
2022-08-01,79.194801,79.429802,78.899399,79.194801,79.194801,0
2022-08-02,78.955704,79.169998,77.774300,78.955704,78.955704,0
2022-08-03,78.604500,79.203300,78.568001,78.604500,78.604500,0
2022-08-04,79.118301,79.800003,79.008499,79.118301,79.118301,0
2022-08-05,79.154900,79.491997,78.918503,79.154900,79.154900,0
2022-08-08,79.410599,79.757004,79.313004,79.410599,79.410599,0
2022-08-09,79.601898,79.814697,79.442101,79.601898,79.601898,0
2022-08-10,79.578400,79.754501,79.007004,79.578400,79.578400,0
2022-08-11,79.097801,79.792297,79.049500,79.097801,79.097801,0
2022-08-12,79.613998,79.936996,79.556000,79.613998,79.613998,0
2022-08-15,79.627602,79.728500,79.470802,79.627602,79.627602,0
2022-08-16,79.552902,79.779999,79.261002,79.552902,79.552902,0
2022-08-17,79.146004,79.685097,79.146004,79.146004,79.146004,0
2022-08-18,79.359703,79.862503,79.336502,79.359703,79.359703,0
2022-08-19,79.766701,80.112503,79.657097,79.766701,79.766701,0
2022-08-22,79.917900,80.154800,79.762001,79.917900,79.917900,0
2022-08-23,79.883797,80.098000,79.502998,79.883797,79.883797,0
2022-08-24,79.854500,80.084999,79.698898,79.854500,79.854500,0
2022-08-25,79.796799,80.026299,79.737396,79.796799,79.796799,0
2022-08-26,79.882896,80.133499,79.716003,79.882896,79.882896,0
2022-08-29,79.959099,80.129501,79.873398,79.959099,79.959099,0
2022-08-30,79.967903,80.160797,79.432503,79.967903,79.967903,0
2022-08-31,79.682297,79.743797,79.352997,79.682297,79.682297,0
2022-09-01,79.548798,79.834999,79.279503,79.548798,79.548798,0
2022-09-02,79.716797,80.091499,79.586502,79.716797,79.716797,0
2022-09-05,79.724503,80.025497,79.655296,79.724503,79.724503,0
2022-09-06,79.782997,79.968002,79.709999,79.782997,79.782997,0
2022-09-07,79.895103,80.141998,79.796501,79.895103,79.895103,0
2022-09-08,79.649803,79.945999,79.636299,79.649803,79.649803,0
2022-09-09,79.706299,79.937798,79.454002,79.706299,79.706299,0
2022-09-12,79.655800,79.741997,79.324997,79.655800,79.655800,0
2022-09-13,79.355301,79.590500,79.023003,79.355301,79.355301,0
2022-09-14,79.602402,79.805000,79.383598,79.602402,79.602402,0
2022-09-15,79.453697,80.016296,79.431602,79.453697,79.453697,0
2022-09-16,79.849098,80.013298,79.098602,79.849098,79.849098,0
2022-09-19,79.689499,79.957802,79.585297,79.689499,79.689499,0
2022-09-20,79.707497,79.992500,79.576500,79.707497,79.707497,0
2022-09-21,79.762703,80.155998,79.762497,79.762703,79.762703,0
2022-09-22,80.050697,81.111603,79.929001,80.050697,80.050697,0
2022-09-23,81.062202,81.338097,80.784798,81.062202,81.062202,0
2022-09-26,81.254799,81.717499,80.733002,81.254799,81.254799,0
2022-09-27,81.615799,81.861000,81.286301,81.615799,81.615799,0
2022-09-28,81.724602,82.112999,81.496101,81.724602,81.724602,0
2022-09-29,81.428703,82.055496,81.407501,81.428703,81.428703,0
2022-09-30,81.480598,81.697601,81.099800,81.480598,81.480598,0
2022-10-03,81.521301,82.061996,81.411301,81.521301,81.521301,0
2022-10-04,81.495003,81.856003,81.272598,81.495003,81.495003,0
2022-10-05,81.465500,81.826797,81.265999,81.465500,81.465500,0
2022-10-06,81.648804,82.481499,81.438004,81.648804,81.648804,0
2022-10-07,82.348999,82.626297,82.044998,82.348999,82.348999,0
2022-10-10,82.832298,83.064301,82.258499,82.832298,82.832298,0
2022-10-11,82.420700,82.750000,82.138496,82.420700,82.420700,0
2022-10-12,82.273903,82.616501,82.154602,82.273903,82.273903,0
2022-10-13,82.199997,82.887001,82.120003,82.199997,82.199997,0
2022-10-14,82.192101,82.605499,82.124001,82.192101,82.192101,0
2022-10-17,82.412804,82.647003,82.106003,82.412804,82.412804,0
2022-10-18,82.194702,82.679497,82.011803,82.194702,82.194702,0
2022-10-19,82.286400,83.386002,82.172501,82.286400,82.286400,0
2022-10-20,82.997002,83.324997,82.546997,82.997002,82.997002,0
2022-10-21,82.825699,83.220001,82.562302,82.825699,82.825699,0
2022-10-24,82.541298,83.068901,82.541298,82.541298,82.541298,0
2022-10-25,82.761497,83.137497,82.430000,82.761497,82.761497,0
2022-10-26,82.445297,82.550598,81.924202,82.445297,82.445297,0
2022-10-27,82.049599,82.706497,81.928299,82.049599,82.049599,0
2022-10-28,82.442497,82.781303,82.278000,82.442497,82.442497,0
2022-10-31,82.239197,83.123001,82.193001,82.239197,82.239197,0
2022-11-01,82.728996,83.070801,82.503502,82.728996,82.728996,0
2022-11-02,82.684502,83.027000,82.591301,82.684502,82.684502,0
2022-11-03,82.888397,82.996300,82.668800,82.888397,82.888397,0
2022-11-04,82.681801,82.991798,82.002098,82.681801,82.681801,0
2022-11-07,81.974998,82.371803,81.792503,81.974998,81.974998,0
2022-11-08,81.825996,82.081802,81.172897,81.825996,81.825996,0
2022-11-09,81.405197,81.669800,81.190300,81.405197,81.405197,0
2022-11-10,81.343803,81.910004,80.727097,81.343803,81.343803,0
2022-11-11,80.482903,80.983002,80.423798,80.482903,80.482903,0
2022-11-14,80.497002,81.287399,80.373100,80.497002,80.497002,0
2022-11-15,80.991997,81.438004,80.712997,80.991997,80.991997,0
2022-11-16,81.071404,81.538002,81.071404,81.071404,81.071404,0
2022-11-17,81.495300,81.849998,81.346298,81.495300,81.495300,0
2022-11-18,81.524902,81.788300,81.492500,81.524902,81.524902,0
2022-11-21,81.519897,81.930199,81.539597,81.519897,81.519897,0
2022-11-22,81.727699,81.994797,81.603401,81.727699,81.727699,0
2022-11-23,81.714996,81.915001,81.683098,81.714996,81.714996,0
2022-11-24,81.632896,81.870003,81.579498,81.632896,81.632896,0
2022-11-25,81.655403,81.851799,81.414497,81.655403,81.655403,0
2022-11-28,81.669701,81.921997,81.524002,81.669701,81.669701,0
2022-11-29,81.650299,81.764000,81.489502,81.650299,81.650299,0
2022-11-30,81.630898,81.790298,81.280098,81.630898,81.630898,0
2022-12-01,81.305298,81.371300,80.992996,81.305298,81.305298,0
2022-12-02,81.162201,81.614998,81.082001,81.162201,81.162201,0
2022-12-05,81.422501,81.894997,81.193497,81.422501,81.422501,0
2022-12-06,81.899002,82.600197,81.691498,81.899002,81.899002,0
2022-12-07,82.372200,82.738503,82.204597,82.372200,82.372200,0
2022-12-08,82.253502,82.538803,82.237000,82.253502,82.253502,0
2022-12-09,82.279198,82.508301,82.073997,82.279198,82.279198,0
2022-12-12,82.413002,82.723503,82.363998,82.413002,82.413002,0
2022-12-13,82.644699,82.911903,82.365402,82.644699,82.644699,0
2022-12-14,82.402496,82.706001,82.401802,82.402496,82.402496,0
2022-12-15,82.508003,83.035896,82.414101,82.508003,82.508003,0
2022-12-16,82.857903,83.000000,82.591499,82.857903,82.857903,0
2022-12-19,82.725998,82.918503,82.557999,82.725998,82.725998,0
2022-12-20,82.581902,82.883003,82.543503,82.581902,82.581902,0
2022-12-21,82.636902,82.956200,82.549500,82.636902,82.636902,0
2022-12-22,82.878601,82.988297,82.642998,82.878601,82.878601,0
2022-12-23,82.874901,82.984802,82.716003,82.874901,82.874901,0
2022-12-26,82.604103,82.877403,81.716797,82.604103,82.604103,0
2022-12-27,82.902901,82.912903,82.629997,82.902901,82.902901,0
2022-12-28,82.776100,82.917999,82.690903,82.776100,82.776100,0
2022-12-29,82.851997,82.901199,82.740997,82.851997,82.851997,0
2022-12-30,82.835098,82.836403,82.554703,82.835098,82.835098,0
2023-01-02,82.749802,82.791199,82.426201,82.749802,82.749802,0
2023-01-03,82.706001,83.030998,82.600998,82.706001,82.706001,0
2023-01-04,82.785698,83.003304,82.695999,82.785698,82.785698,0
2023-01-05,82.666496,82.794998,82.428802,82.666496,82.666496,0
2023-01-06,82.645203,82.776299,82.281097,82.645203,82.645203,0
2023-01-09,82.273399,82.431503,82.055000,82.273399,82.273399,0
2023-01-10,82.180099,82.529198,81.584503,82.180099,82.180099,0
2023-01-11,81.637398,81.816299,81.498596,81.637398,81.637398,0
2023-01-12,81.631798,81.737999,81.189697,81.631798,81.631798,0
2023-01-13,81.115601,81.524101,81.092499,81.115601,81.115601,0
2023-01-16,81.278000,81.736099,81.129501,81.278000,81.278000,0
2023-01-17,81.652603,81.874001,81.542000,81.652603,81.652603,0
2023-01-18,81.525497,81.817001,81.155502,81.525497,81.525497,0
2023-01-19,81.435997,81.559303,81.225800,81.435997,81.435997,0
2023-01-20,81.239799,81.362297,80.972702,81.239799,81.239799,0
2023-01-23,80.975998,81.489502,80.878502,80.975998,80.975998,0
2023-01-24,81.487999,81.738297,81.377502,81.487999,81.487999,0
2023-01-25,81.601898,81.765999,81.470200,81.601898,81.601898,0
2023-01-26,81.502701,81.570503,81.355202,81.502701,81.502701,0
2023-01-27,81.445099,81.668404,81.423500,81.445099,81.445099,0
2023-01-30,81.508003,81.717796,81.463997,81.508003,81.508003,0
2023-01-31,81.579903,82.059097,81.537003,81.579903,81.579903,0
2023-02-01,81.768402,82.008003,81.670303,81.768402,81.768402,0
2023-02-02,81.710297,82.268799,81.633003,81.710297,81.710297,0
2023-02-03,82.045898,82.316002,81.780098,82.045898,82.045898,0
2023-02-06,82.225998,82.844200,82.233299,82.225998,82.225998,0
2023-02-07,82.754997,82.901299,82.611504,82.754997,82.754997,0
2023-02-08,82.741898,82.881798,82.487000,82.741898,82.741898,0
2023-02-09,82.659500,82.679298,82.409302,82.659500,82.659500,0
2023-02-10,82.533203,82.657303,82.341003,82.533203,82.533203,0
2023-02-13,82.513000,82.768700,82.494698,82.513000,82.513000,0
2023-02-14,82.597397,83.016502,82.571999,82.597397,82.597397,0
2023-02-15,82.867599,82.986000,82.759499,82.867599,82.867599,0
2023-02-16,82.737701,82.912300,82.587997,82.737701,82.737701,0
2023-02-17,82.663002,82.847504,82.663002,82.760002,82.760002,0
